Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕,,瘢痕,661
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕,,外傷後瘢痕,662
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕,,熱傷瘢痕,663
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕,,手術後瘢痕,664
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕,,その他の瘢痕,665
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕拘縮,,瘢痕拘縮,666
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕拘縮,,外傷後瘢痕拘縮,667
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕拘縮,,熱傷後瘢痕拘縮,668
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕拘縮,,手術後瘢痕拘縮,669
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕拘縮,,その他の瘢痕拘縮,670
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,肥厚性瘢痕,,肥厚性瘢痕,671
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,肥厚性瘢痕,,外傷後肥厚性瘢痕,672
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,肥厚性瘢痕,,熱傷後肥厚性瘢痕,673
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,肥厚性瘢痕,,手術後肥厚性瘢痕,674
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,肥厚性瘢痕,,その他の肥厚性瘢痕,675
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,ケロイド,,ケロイド,676
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,異物,,皮下異物,677
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,異物,,外傷性刺青,678
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,外傷性色素沈着症,,外傷性色素沈着症,679
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕性禿髪,,外傷後瘢痕性禿髪,680
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕性禿髪,,熱傷後瘢痕性禿髪,681
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕性禿髪,,手術後瘢痕性禿髪,682
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,瘢痕性禿髪,,その他の瘢痕性禿髪,683
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,腹壁瘢痕ヘルニア,,外傷後腹壁瘢痕ヘルニア,684
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,腹壁瘢痕ヘルニア,,熱傷後腹壁瘢痕ヘルニア,685
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,腹壁瘢痕ヘルニア,,手術後腹壁瘢痕ヘルニア,686
Ⅳ瘢痕・瘢痕拘縮・ケロイド,瘢痕・瘢痕拘縮・ケロイド,腹壁瘢痕ヘルニア,,その他の腹壁瘢痕ヘルニア,687